state,district,constituency,constituency_hi,constituency_kn,region_type,population,registered_voters,male_voters,female_voters,youth_voters,senior_voters,literacy_rate,transport_accessibility,awareness_score,weather_score,campaign_intensity,holiday_factor,historical_turnout,turnout_9am,turnout_11am,turnout_1pm,turnout_3pm,turnout_5pm,current_turnout,participation_momentum,risk_level,actual_final_turnout
Jammu and Kashmir,Kishtwar,Kishtwar Assembly,Kishtwar Assembly,Kishtwar Assembly,Rural,622252,391597,205758,185839,113531,56665,63.64,84,67,76,70,0,69.69,14.69,32.88,42.85,55.19,66.73,55.19,Declining,Low,72.56
Jammu and Kashmir,Kulgam,Kulgam Assembly,Kulgam Assembly,Kulgam Assembly,Rural,545036,378276,194614,183662,121240,38738,71.07,54,49,92,72,0,64.33,12.71,29.61,42.64,51.4,62.61,51.4,Declining,Low,66.25
Jammu and Kashmir,Kupwara,Kupwara Assembly,Kupwara Assembly,Kupwara Assembly,Urban,415702,257752,133253,124499,85011,23593,85.61,75,76,68,97,0,62.7,15.87,27.44,43.25,52.25,61.06,52.25,Declining,Low,67.6
Jammu and Kashmir,Leh,Leh Assembly,Leh Assembly,Leh Assembly,Rural,518250,347994,186456,161538,98722,48073,76.78,75,54,84,70,1,73.77,13.61,32.03,45.76,57.74,66.27,57.74,Declining,Low,72.41
Jammu and Kashmir,Poonch,Poonch Assembly,Poonch Assembly,Poonch Assembly,Urban,331285,213016,108620,104396,79737,21954,74.41,83,67,89,81,0,58.54,13.22,28.37,41.11,51.67,60.59,51.67,Declining,Low,63.38
Jammu and Kashmir,Pulwama,Pulwama Assembly,Pulwama Assembly,Pulwama Assembly,Rural,351277,243765,125687,118078,70891,34799,74.61,59,57,75,64,0,66.83,15.87,28.05,42.57,52.18,60.96,52.18,Declining,Low,67.11
Jammu and Kashmir,Rajouri,Rajouri Assembly,Rajouri Assembly,Rajouri Assembly,Rural,471568,297565,160101,137464,82065,36199,65.75,60,54,64,60,0,60.02,13.46,25.03,35.52,45.14,55.02,45.14,Declining,Medium,57.97
Jammu and Kashmir,Ramban,Ramban Assembly,Ramban Assembly,Ramban Assembly,Urban,579665,400446,210369,190077,121785,42206,85.03,55,73,85,60,0,59.86,10.74,27.13,38.12,47.84,54.29,47.84,Declining,Low,59.65
Jammu and Kashmir,Reasi,Reasi Assembly,Reasi Assembly,Reasi Assembly,Rural,608909,440038,226489,213549,119891,58231,67.92,61,65,86,76,0,71.63,14.2,31.52,48.16,58.57,71.38,58.57,Declining,Low,76.14
Jammu and Kashmir,Samba,Samba Assembly,Samba Assembly,Samba Assembly,Rural,412117,266958,140008,126950,89319,32177,76.78,59,79,73,66,1,67.25,14.36,31.08,43.29,51.19,63.74,51.19,Declining,Low,67.64
Jammu and Kashmir,Shopian,Shopian Assembly,Shopian Assembly,Shopian Assembly,Rural,284186,183477,92952,90525,47165,16714,77.47,47,67,64,60,0,66.9,15.24,28.65,40.35,50.31,60.71,50.31,Declining,Medium,63.88
Jammu and Kashmir,Srinagar,Srinagar Assembly,Srinagar Assembly,Srinagar Assembly,Rural,338097,216947,114889,102058,61798,21663,75.53,65,58,76,80,0,69.69,17.02,29.5,45.32,59.16,70.37,59.16,Stable,Low,73.6
Jammu and Kashmir,Udhampur,Udhampur Assembly,Udhampur Assembly,Udhampur Assembly,Urban,372376,265287,134149,131138,86173,31893,87.05,98,60,60,70,0,67.41,14.31,30.76,41.14,54.42,66.27,54.42,Declining,Low,69.94
Jharkhand,Bokaro,Bokaro Assembly,Bokaro Assembly,Bokaro Assembly,Rural,387968,234943,124617,110326,87819,34587,68.64,68,64,79,54,0,70.32,16.5,30.63,45.44,55.6,66.19,55.6,Declining,Low,72.83
Jharkhand,Chatra,Chatra Assembly,Chatra Assembly,Chatra Assembly,Urban,372150,262142,133979,128163,88477,38127,86.13,98,78,76,71,0,67.55,14.4,31.51,47.97,58.95,69.15,58.95,Declining,Low,74.05
Jharkhand,Deoghar,Deoghar Assembly,Deoghar Assembly,Deoghar Assembly,Urban,549359,383151,202041,181110,136156,39175,80.5,72,76,92,46,0,61.06,11.76,27.99,38.27,49.83,58.02,49.83,Declining,Low,64.12
Jharkhand,Dhanbad,Dhanbad Assembly,Dhanbad Assembly,Dhanbad Assembly,Rural,195479,132174,70303,61871,47430,15046,66.93,56,75,76,48,0,66.63,14.38,29.01,40.76,56.46,65.67,56.46,Stable,Low,69.59
Jharkhand,Dumka,Dumka Assembly,Dumka Assembly,Dumka Assembly,Rural,213324,137785,72610,65175,47725,15201,78.23,68,79,70,38,0,71.71,15.02,30.74,47.32,57.11,67.94,57.11,Declining,Low,73.11
Jharkhand,East Singhbhum,East Singhbhum Assembly,East Singhbhum Assembly,East Singhbhum Assembly,Urban,555233,404437,210561,193876,114007,46854,78.0,87,77,80,80,0,63.23,15.03,28.55,38.9,50.47,61.77,50.47,Declining,Low,66.9
Jharkhand,Garhwa,Garhwa Assembly,Garhwa Assembly,Garhwa Assembly,Rural,577798,375555,194457,181098,99934,50685,71.73,54,57,72,85,0,70.15,15.45,33.64,45.71,59.26,67.83,59.26,Declining,Low,74.12
Jharkhand,Giridih,Giridih Assembly,Giridih Assembly,Giridih Assembly,Rural,337977,226963,119155,107808,56180,20727,68.73,50,51,79,53,1,70.45,15.09,30.68,41.41,52.45,64.99,52.45,Declining,Medium,67.97
Jharkhand,Godda,Godda Assembly,Godda Assembly,Godda Assembly,Rural,444140,322283,172687,149596,92140,44779,72.56,55,44,68,74,1,70.89,15.58,27.73,41.17,51.39,63.59,51.39,Declining,Medium,67.48
Jharkhand,Gumla,Gumla Assembly,Gumla Assembly,Gumla Assembly,Rural,478254,296362,157064,139298,92622,39973,76.38,66,67,61,77,0,66.71,13.07,30.43,44.92,53.35,66.76,53.35,Declining,Low,70.46
Jharkhand,Hazaribag,Hazaribag Assembly,Hazaribag Assembly,Hazaribag Assembly,Urban,593440,402956,209126,193830,106088,45447,82.88,78,73,56,67,0,70.95,15.46,31.87,44.54,58.05,67.31,58.05,Declining,Low,73.82
Jharkhand,Jamtara,Jamtara Assembly,Jamtara Assembly,Jamtara Assembly,Urban,643879,456135,240158,215977,141828,64479,85.0,74,74,52,50,0,66.11,12.83,29.08,37.58,48.58,60.43,48.58,Declining,Medium,64.47
Jharkhand,Khunti,Khunti Assembly,Khunti Assembly,Khunti Assembly,Rural,283986,173787,87930,85857,54312,22045,66.79,32,60,67,70,0,76.8,14.2,33.6,45.48,58.18,69.82,58.18,Declining,Medium,77.31
Jharkhand,Koderma,Koderma Assembly,Koderma Assembly,Koderma Assembly,Urban,405756,284301,148075,136226,105796,29866,74.61,95,58,68,74,0,70.35,16.07,28.54,41.94,56.51,65.65,56.51,Accelerating,Low,68.95
Jharkhand,Latehar,Latehar Assembly,Latehar Assembly,Latehar Assembly,Rural,291776,199607,102892,96715,55875,25519,70.29,79,64,60,45,1,70.41,15.37,28.58,40.47,50.24,60.26,50.24,Declining,High,65.46
Jharkhand,Lohardaga,Lohardaga Assembly,Lohardaga Assembly,Lohardaga Assembly,Urban,240282,147612,75827,71785,54154,19869,81.53,82,79,68,75,0,68.6,13.62,31.04,42.62,57.48,65.81,57.48,Declining,Low,71.82
Jharkhand,Pakur,Pakur Assembly,Pakur Assembly,Pakur Assembly,Rural,180654,113496,57678,55818,39321,14820,67.82,68,59,52,59,0,70.13,14.53,28.54,45.3,53.38,63.37,53.38,Declining,Low,69.81
Jharkhand,Palamu,Palamu Assembly,Palamu Assembly,Palamu Assembly,Rural,258012,190416,97236,93180,67254,20769,63.14,45,57,74,54,0,75.9,14.76,36.14,46.74,61.56,73.24,61.56,Declining,Low,78.81
Jharkhand,Ramgarh,Ramgarh Assembly,Ramgarh Assembly,Ramgarh Assembly,Urban,645994,472444,250564,221880,135357,62385,85.25,85,79,71,53,0,70.9,17.47,30.94,46.57,57.13,69.71,57.13,Declining,Low,73.21
Jharkhand,Ranchi,Ranchi Assembly,Ranchi Assembly,Ranchi Assembly,Rural,413378,279427,144499,134928,77780,35091,70.83,57,61,79,59,0,66.97,14.57,26.97,42.86,53.71,61.93,53.71,Declining,Low,66.26
Jharkhand,Sahibganj,Sahibganj Assembly,Sahibganj Assembly,Sahibganj Assembly,Rural,433017,296050,152980,143070,88432,39098,69.57,59,66,88,79,0,71.12,15.52,32.52,48.67,60.5,70.69,60.5,Declining,Low,75.61
Jharkhand,Seraikela-Kharsawan,Seraikela-Kharsawan Assembly,Seraikela-Kharsawan Assembly,Seraikela-Kharsawan Assembly,Urban,645806,427587,216847,210740,120276,50680,85.11,86,75,82,67,0,63.32,13.78,29.04,43.13,53.72,63.26,53.72,Declining,Low,67.52
Jharkhand,Simdega,Simdega Assembly,Simdega Assembly,Simdega Assembly,Rural,207043,132859,68117,64742,40658,13770,65.66,67,64,55,61,1,77.75,17.62,29.7,43.24,58.99,67.58,58.99,Accelerating,Medium,73.7
Jharkhand,West Singhbhum,West Singhbhum Assembly,West Singhbhum Assembly,West Singhbhum Assembly,Urban,597876,422830,227156,195674,104264,38548,76.02,85,70,48,56,0,66.51,13.59,28.4,41.2,48.72,59.06,48.72,Declining,Medium,63.47
Karnataka,Bagalkot,Bagalkot Assembly,Bagalkot Assembly,Bagalkot Assembly,Urban,324454,209926,108841,101085,77623,31011,81.14,58,68,50,70,0,65.94,11.69,25.86,38.59,49.65,57.85,49.65,Declining,Medium,63.19
Karnataka,Ballari (Bellary),Ballari (Bellary) Assembly,Ballari (Bellary) Assembly,Ballari (Bellary) Assembly,Rural,407436,294069,153937,140132,99925,33398,67.14,74,60,82,64,0,78.32,19.83,37.5,48.77,66.01,78.92,66.01,Stable,Low,83.84
Karnataka,Belagavi (Belgaum),Belagavi (Belgaum) Assembly,Belagavi (Belgaum) Assembly,Belagavi (Belgaum) Assembly,Urban,211556,156415,82891,73524,49325,19082,79.49,77,82,54,69,0,66.1,16.76,30.56,42.41,56.28,63.71,56.28,Stable,Low,69.99
Karnataka,Bengaluru (Bangalore) Rural,Bengaluru (Bangalore) Rural Assembly,Bengaluru (Bangalore) Rural Assembly,Bengaluru (Bangalore) Rural Assembly,Urban,594336,385471,202329,183142,134702,45890,85.7,57,80,65,71,0,58.63,10.66,25.9,36.34,46.11,56.54,46.11,Declining,Low,59.02
Karnataka,Bengaluru (Bangalore) Urban,Bengaluru (Bangalore) Urban Assembly,Bengaluru (Bangalore) Urban Assembly,Bengaluru (Bangalore) Urban Assembly,Urban,318266,222459,115034,107425,80564,23280,80.2,80,77,60,57,0,72.06,13.67,31.8,45.12,57.33,68.67,57.33,Declining,Low,72.94
Karnataka,Bidar,Bidar Assembly,Bidar Assembly,Bidar Assembly,Urban,522424,378476,202250,176226,100002,40120,74.91,74,69,70,65,0,65.84,15.68,29.83,43.21,55.67,63.92,55.67,Declining,Low,69.15
Karnataka,Chamarajanagar,Chamarajanagar Assembly,Chamarajanagar Assembly,Chamarajanagar Assembly,Rural,579346,396866,213078,183788,132855,37244,72.54,52,72,72,78,0,75.33,16.12,30.89,45.5,58.12,69.19,58.12,Declining,Low,75.8
Karnataka,Chikballapur,Chikballapur Assembly,Chikballapur Assembly,Chikballapur Assembly,Rural,403177,242323,126537,115786,62883,34403,76.95,46,47,89,48,0,68.59,12.25,29.37,38.36,52.5,60.15,52.5,Declining,Medium,66.03
Karnataka,Chikkamagaluru (Chikmagalur),Chikkamagaluru (Chikmagalur) Assembly,Chikkamagaluru (Chikmagalur) Assembly,Chikkamagaluru (Chikmagalur) Assembly,Rural,231024,161305,87050,74255,47953,17705,74.09,53,75,65,74,0,74.23,18.85,32.57,49.34,62.44,75.22,62.44,Stable,Low,78.77
Karnataka,Chitradurga,Chitradurga Assembly,Chitradurga Assembly,Chitradurga Assembly,Rural,563015,371797,193363,178434,89339,39277,71.29,53,70,98,67,0,70.31,14.61,33.66,43.48,58.77,66.71,58.77,Declining,Low,73.86
Karnataka,Dakshina Kannada,Dakshina Kannada Assembly,Dakshina Kannada Assembly,Dakshina Kannada Assembly,Rural,284843,176220,89437,86783,63699,23341,64.7,69,71,68,65,0,71.61,16.72,32.67,47.15,57.49,71.7,57.49,Declining,Low,76.41
Karnataka,Davangere,Davangere Assembly,Davangere Assembly,Davangere Assembly,Rural,515325,345209,182830,162379,95662,40016,78.98,58,64,69,98,0,65.65,16.8,30.52,42.19,57.44,67.22,57.44,Accelerating,Low,71.62
Karnataka,Dharwad,Dharwad Assembly,Dharwad Assembly,Dharwad Assembly,Rural,432396,262422,139343,123079,67965,27712,69.16,63,71,81,73,0,66.89,15.86,30.53,47.19,55.8,66.57,55.8,Declining,Low,72.62
Karnataka,Gadag,Gadag Assembly,Gadag Assembly,Gadag Assembly,Urban,644992,477131,256399,220732,129408,54618,78.56,86,75,98,77,0,68.54,16.06,30.79,43.77,56.28,69.78,56.28,Declining,Low,74.59
Karnataka,Hassan,Hassan Assembly,Hassan Assembly,Hassan Assembly,Urban,412200,271955,142392,129563,100622,34936,77.99,69,72,73,65,0,70.98,15.3,30.84,41.7,53.77,63.2,53.77,Declining,Medium,69.64
Karnataka,Haveri,Haveri Assembly,Haveri Assembly,Haveri Assembly,Rural,189472,113999,61003,52996,38782,16913,78.73,74,65,74,86,0,67.56,15.12,28.82,41.02,54.5,61.86,54.5,Stable,Low,68.62
Karnataka,Kalaburagi (Gulbarga),Kalaburagi (Gulbarga) Assembly,Kalaburagi (Gulbarga) Assembly,Kalaburagi (Gulbarga) Assembly,Urban,641063,460361,241537,218824,132554,56527,74.46,83,85,67,55,0,66.0,15.13,26.34,38.32,51.89,62.34,51.89,Accelerating,Low,65.68
Karnataka,Kodagu,Kodagu Assembly,Kodagu Assembly,Kodagu Assembly,Rural,201576,128961,65149,63812,48401,15016,67.17,67,73,83,66,0,74.44,15.16,34.04,47.63,57.72,71.12,57.72,Declining,Low,76.41
Karnataka,Kolar,Kolar Assembly,Kolar Assembly,Kolar Assembly,Rural,521116,371972,193331,178641,121471,50918,74.25,69,70,86,42,0,65.72,15.24,28.09,40.81,53.68,65.33,53.68,Stable,Low,68.42
Karnataka,Koppal,Koppal Assembly,Koppal Assembly,Koppal Assembly,Rural,502046,365971,185122,180849,99221,37507,75.06,66,63,47,75,0,74.03,17.71,30.8,43.59,61.53,71.71,61.53,Accelerating,Low,75.14
Karnataka,Mandya,Mandya Assembly,Mandya Assembly,Mandya Assembly,Rural,293606,186535,94754,91781,51706,26814,64.66,69,68,83,61,0,66.79,13.69,28.02,40.76,52.32,63.93,52.32,Declining,Low,69.08
Karnataka,Mysuru (Mysore),Mysuru (Mysore) Assembly,Mysuru (Mysore) Assembly,Mysuru (Mysore) Assembly,Urban,292255,192680,100997,91683,66033,27052,81.72,76,69,56,53,0,67.19,11.43,25.81,36.63,46.27,54.62,46.27,Declining,High,60.66
Karnataka,Raichur,Raichur Assembly,Raichur Assembly,Raichur Assembly,Rural,630400,465225,240041,225184,127520,64160,64.71,63,66,95,42,0,63.22,14.56,29.43,41.66,49.17,61.44,49.17,Declining,Low,64.51
Karnataka,Ramanagara,Ramanagara Assembly,Ramanagara Assembly,Ramanagara Assembly,Urban,307904,205178,104508,100670,57039,18511,75.6,63,62,83,76,0,61.88,14.76,28.78,40.93,51.16,57.45,51.16,Declining,Low,63.1
Karnataka,Shivamogga (Shimoga),Shivamogga (Shimoga) Assembly,Shivamogga (Shimoga) Assembly,Shivamogga (Shimoga) Assembly,Rural,209545,152410,80864,71546,54068,22855,66.38,71,54,94,62,0,68.47,13.12,29.35,44.92,54.75,63.83,54.75,Declining,Low,70.51
Karnataka,Tumakuru (Tumkur),Tumakuru (Tumkur) Assembly,Tumakuru (Tumkur) Assembly,Tumakuru (Tumkur) Assembly,Rural,438109,288560,150626,137934,97895,41658,65.2,66,57,86,71,0,69.83,12.85,30.54,45.37,54.21,66.1,54.21,Declining,Low,69.93
Karnataka,Udupi,Udupi Assembly,Udupi Assembly,Udupi Assembly,Rural,198174,128935,67212,61723,48927,15275,76.06,77,63,86,65,0,77.04,17.1,34.09,48.92,62.65,79.44,62.65,Declining,Low,83.41
Karnataka,Uttara Kannada (Karwar),Uttara Kannada (Karwar) Assembly,Uttara Kannada (Karwar) Assembly,Uttara Kannada (Karwar) Assembly,Rural,527761,342167,182702,159465,111915,48902,78.35,68,58,56,80,0,71.82,16.15,31.59,45.72,56.63,70.06,56.63,Declining,Low,74.13
Karnataka,Vijayapura (Bijapur),Vijayapura (Bijapur) Assembly,Vijayapura (Bijapur) Assembly,Vijayapura (Bijapur) Assembly,Urban,220736,146122,75162,70960,39836,20280,82.41,70,65,89,67,0,67.9,15.16,29.4,42.3,52.64,64.57,52.64,Declining,Low,68.87
Karnataka,Yadgir,Yadgir Assembly,Yadgir Assembly,Yadgir Assembly,Rural,350534,235220,123385,111835,60755,25276,76.9,79,72,63,64,0,73.26,15.6,32.22,48.45,59.64,71.6,59.64,Declining,Low,75.06
Kerala,Alappuzha,Alappuzha Assembly,Alappuzha Assembly,Alappuzha Assembly,Rural,275335,169022,87587,81435,51139,23101,84.53,58,55,76,67,0,74.08,18.19,33.47,45.65,60.18,68.97,60.18,Stable,Low,76.08
Kerala,Ernakulam,Ernakulam Assembly,Ernakulam Assembly,Ernakulam Assembly,Urban,619667,455275,230480,224795,127714,54076,99.0,78,63,73,57,0,73.11,16.65,32.91,45.59,54.97,66.61,54.97,Declining,Medium,73.01
Kerala,Idukki,Idukki Assembly,Idukki Assembly,Idukki Assembly,Urban,284143,205468,104009,101459,59137,22665,91.11,88,76,71,59,0,70.56,15.64,30.11,43.58,57.83,68.25,57.83,Stable,Low,71.94
Kerala,Kannur,Kannur Assembly,Kannur Assembly,Kannur Assembly,Rural,220297,136474,71212,65262,33462,12943,91.76,50,77,82,54,0,79.48,15.46,37.37,48.53,64.65,75.53,64.65,Declining,Low,81.86
Kerala,Kasaragod,Kasaragod Assembly,Kasaragod Assembly,Kasaragod Assembly,Urban,628934,434166,234192,199974,162574,40236,93.29,78,69,76,69,0,72.6,15.25,31.6,43.0,58.64,68.36,58.64,Stable,Low,73.49
Kerala,Kollam,Kollam Assembly,Kollam Assembly,Kollam Assembly,Urban,442597,285599,146035,139564,89996,40439,94.41,69,73,91,71,0,73.66,17.62,30.78,47.13,60.5,69.5,60.5,Stable,Low,74.63
Kerala,Kottayam,Kottayam Assembly,Kottayam Assembly,Kottayam Assembly,Rural,497455,304704,160083,144621,109528,43075,82.59,59,62,66,66,0,82.24,16.05,36.26,49.34,66.16,78.77,66.16,Declining,Low,82.71
Kerala,Kozhikode,Kozhikode Assembly,Kozhikode Assembly,Kozhikode Assembly,Rural,259622,170962,92054,78908,47951,20015,82.87,74,64,63,64,0,68.64,14.09,30.18,43.41,56.33,64.35,56.33,Declining,Low,69.91
Kerala,Malappuram,Malappuram Assembly,Malappuram Assembly,Malappuram Assembly,Urban,632333,384307,200072,184235,123864,56136,99.0,84,93,79,62,0,73.38,14.4,32.3,45.01,60.41,72.1,60.41,Declining,Low,75.68
Kerala,Palakkad,Palakkad Assembly,Palakkad Assembly,Palakkad Assembly,Rural,616221,400493,209997,190496,150253,45111,85.13,59,51,63,71,0,77.27,17.6,32.65,48.13,59.38,73.38,59.38,Declining,Low,77.69
Kerala,Pathanamthitta,Pathanamthitta Assembly,Pathanamthitta Assembly,Pathanamthitta Assembly,Rural,195385,139614,72053,67561,37095,19441,87.86,55,58,76,37,0,83.79,16.81,33.92,49.68,68.67,78.42,68.67,Accelerating,Low,84.36
Kerala,Thiruvananthapuram,Thiruvananthapuram Assembly,Thiruvananthapuram Assembly,Thiruvananthapuram Assembly,Rural,546407,348119,179796,168323,86084,33704,81.06,62,79,62,55,0,82.9,17.67,33.67,48.37,63.01,76.95,63.01,Stable,Medium,83.22
Kerala,Thrissur,Thrissur Assembly,Thrissur Assembly,Thrissur Assembly,Urban,495158,355981,185591,170390,108924,52993,99.0,81,67,81,48,0,72.67,16.8,31.36,48.1,62.36,71.51,62.36,Stable,Low,76.08
Kerala,Wayanad,Wayanad Assembly,Wayanad Assembly,Wayanad Assembly,Rural,516243,331512,176128,155384,96842,34901,88.82,64,65,76,54,0,77.68,17.3,35.45,48.39,62.44,75.13,62.44,Declining,Low,81.74
Lakshadweep (UT),Agatti,Agatti Assembly,Agatti Assembly,Agatti Assembly,Rural,329328,220608,118278,102330,64976,23045,63.25,54,63,68,58,0,70.71,14.35,32.7,47.28,57.47,67.38,57.47,Declining,Low,73.32
Lakshadweep (UT),Amini,Amini Assembly,Amini Assembly,Amini Assembly,Urban,277927,186075,99678,86397,55103,20662,85.37,73,75,54,41,0,68.08,12.88,28.4,39.53,53.43,61.06,53.43,Declining,Low,67.3
Lakshadweep (UT),Androth,Androth Assembly,Androth Assembly,Androth Assembly,Urban,362225,235334,122936,112398,72732,21235,81.02,81,71,67,47,0,71.92,13.36,28.62,43.7,54.36,64.05,54.36,Declining,Medium,69.25
Lakshadweep (UT),Bithra,Bithra Assembly,Bithra Assembly,Bithra Assembly,Rural,296908,211291,108772,102519,53257,24896,65.78,74,46,95,77,0,69.03,16.88,29.91,47.35,59.1,67.94,59.1,Stable,Low,73.05
Lakshadweep (UT),Chethlath,Chethlath Assembly,Chethlath Assembly,Chethlath Assembly,Urban,552330,357762,181929,175833,132988,46599,83.63,91,70,93,84,0,71.04,16.02,30.72,46.18,59.43,69.13,59.43,Stable,Low,76.09
Lakshadweep (UT),Kavaratti,Kavaratti Assembly,Kavaratti Assembly,Kavaratti Assembly,Rural,457255,336229,176242,159987,87416,38116,78.23,70,62,69,73,0,66.74,16.26,30.55,43.98,57.62,66.11,57.62,Stable,Low,71.63
Lakshadweep (UT),Kadmath,Kadmath Assembly,Kadmath Assembly,Kadmath Assembly,Rural,574458,345761,182320,163441,112079,48723,77.22,81,64,58,43,0,63.15,11.94,28.46,40.62,50.02,58.37,50.02,Declining,Low,64.53
Lakshadweep (UT),Kalpeni,Kalpeni Assembly,Kalpeni Assembly,Kalpeni Assembly,Rural,500903,314099,159162,154937,93355,37063,63.84,69,94,85,50,0,69.81,14.11,29.68,44.73,56.92,67.93,56.92,Declining,Low,71.55
Lakshadweep (UT),Kilthan,Kilthan Assembly,Kilthan Assembly,Kilthan Assembly,Rural,553839,399621,210003,189618,134952,42397,78.99,66,61,46,34,1,69.55,12.32,28.84,41.15,50.39,59.98,50.39,Declining,High,63.96
Lakshadweep (UT),Minicoy,Minicoy Assembly,Minicoy Assembly,Minicoy Assembly,Rural,272091,176844,94480,82364,54913,24724,73.62,67,64,77,74,0,79.24,17.41,36.26,48.91,64.4,73.84,64.4,Declining,Low,81.57
Madhya Pradesh,Agar Malwa,Agar Malwa Assembly,Agar Malwa Assembly,Agar Malwa Assembly,Rural,346490,238636,127690,110946,72071,29516,76.58,70,65,98,32,0,72.54,16.43,32.27,43.51,58.27,68.67,58.27,Stable,Low,74.81
Madhya Pradesh,Alirajpur,Alirajpur Assembly,Alirajpur Assembly,Alirajpur Assembly,Urban,290494,188621,96201,92420,55727,19229,79.8,86,70,74,84,1,62.73,12.01,26.15,36.27,50.1,58.06,50.1,Stable,Low,61.37
Madhya Pradesh,Anuppur,Anuppur Assembly,Anuppur Assembly,Anuppur Assembly,Rural,636537,398040,204706,193334,109580,47545,64.21,79,75,80,60,1,74.62,14.87,33.47,45.24,57.9,73.13,57.9,Declining,Low,76.18
Madhya Pradesh,Ashoknagar,Ashoknagar Assembly,Ashoknagar Assembly,Ashoknagar Assembly,Rural,522176,317955,165557,152398,113749,47633,69.89,68,63,80,45,0,70.04,13.89,31.28,45.83,54.51,67.26,54.51,Declining,Low,70.9
Madhya Pradesh,Balaghat,Balaghat Assembly,Balaghat Assembly,Balaghat Assembly,Rural,330635,214888,114074,100814,80050,28704,66.51,77,63,98,71,0,73.41,18.64,36.76,51.71,64.22,76.58,64.22,Declining,Low,82.85
Madhya Pradesh,Barwani,Barwani Assembly,Barwani Assembly,Barwani Assembly,Urban,528943,353749,179257,174492,103897,40844,84.44,60,79,54,55,1,64.2,10.27,23.38,35.9,43.22,51.18,43.22,Declining,High,56.57
Madhya Pradesh,Betul,Betul Assembly,Betul Assembly,Betul Assembly,Rural,530218,320800,165840,154960,89871,39643,67.47,68,64,78,58,0,75.89,15.33,34.4,50.27,63.19,73.88,63.19,Declining,Low,79.59
Madhya Pradesh,Bhind,Bhind Assembly,Bhind Assembly,Bhind Assembly,Urban,222406,135519,68444,67075,32995,18988,78.85,80,82,85,45,1,74.6,13.39,31.38,45.33,53.81,65.07,53.81,Declining,High,69.99
Madhya Pradesh,Bhopal,Bhopal Assembly,Bhopal Assembly,Bhopal Assembly,Rural,414622,287779,152977,134802,99026,38854,68.08,41,64,80,37,0,73.02,15.51,31.4,43.75,57.35,65.56,57.35,Declining,Low,71.93
Madhya Pradesh,Burhanpur,Burhanpur Assembly,Burhanpur Assembly,Burhanpur Assembly,Urban,426476,295053,155806,139247,101690,36287,80.24,82,62,71,53,1,73.99,16.29,31.4,42.69,54.18,63.87,54.18,Declining,Medium,69.4
Madhya Pradesh,Chhatarpur,Chhatarpur Assembly,Chhatarpur Assembly,Chhatarpur Assembly,Rural,274937,174580,92097,82483,46230,22993,72.86,35,62,78,64,0,73.15,14.34,32.09,45.64,57.16,70.63,57.16,Declining,Low,74.42
Madhya Pradesh,Chhindwara,Chhindwara Assembly,Chhindwara Assembly,Chhindwara Assembly,Urban,490219,315293,160663,154630,109398,33064,73.58,81,67,66,45,0,63.2,12.78,26.84,38.65,50.5,56.94,50.5,Declining,Low,62.55
Madhya Pradesh,Damoh,Damoh Assembly,Damoh Assembly,Damoh Assembly,Urban,211498,137133,70485,66648,41323,19070,81.79,77,65,53,71,0,61.11,13.37,27.33,36.27,48.55,56.65,48.55,Declining,Low,61.86
Madhya Pradesh,Datia,Datia Assembly,Datia Assembly,Datia Assembly,Urban,619717,431322,219947,211375,108877,61204,78.13,71,65,52,54,0,63.85,12.91,25.7,36.41,48.34,57.46,48.34,Stable,Medium,60.25
Madhya Pradesh,Dewas,Dewas Assembly,Dewas Assembly,Dewas Assembly,Urban,573086,418679,220306,198373,146946,44693,83.34,80,83,81,95,1,66.91,12.4,29.53,42.28,53.31,62.88,53.31,Declining,Low,68.51
Madhya Pradesh,Dhar,Dhar Assembly,Dhar Assembly,Dhar Assembly,Rural,295074,180049,92248,87801,48701,23518,75.85,79,69,56,81,0,72.89,16.44,30.92,43.97,57.21,69.42,57.21,Stable,Low,73.14
Madhya Pradesh,Dindori,Dindori Assembly,Dindori Assembly,Dindori Assembly,Urban,349524,221680,117944,103736,63731,26577,80.02,73,69,59,73,0,69.23,16.28,31.03,40.64,55.14,66.1,55.14,Stable,Low,69.78
Madhya Pradesh,Guna,Guna Assembly,Guna Assembly,Guna Assembly,Rural,188572,138528,70892,67636,42160,14326,77.94,51,61,83,63,0,74.84,16.15,35.58,48.58,58.46,74.28,58.46,Declining,Low,77.41
Madhya Pradesh,Gwalior,Gwalior Assembly,Gwalior Assembly,Gwalior Assembly,Rural,390536,240564,125541,115023,77516,24165,78.41,57,62,73,73,0,76.97,15.14,37.74,50.89,64.97,76.67,64.97,Declining,Low,82.33
Madhya Pradesh,Harda,Harda Assembly,Harda Assembly,Harda Assembly,Rural,255271,164893,88391,76502,59658,21133,65.64,43,60,69,85,1,69.87,14.03,28.89,40.44,53.8,63.97,53.8,Declining,Medium,67.16
Madhya Pradesh,Hoshangabad,Hoshangabad Assembly,Hoshangabad Assembly,Hoshangabad Assembly,Urban,350363,252493,131360,121133,75101,27768,75.0,81,66,61,49,1,64.02,10.75,25.15,36.09,44.86,53.91,44.86,Declining,High,57.84
Madhya Pradesh,Indore,Indore Assembly,Indore Assembly,Indore Assembly,Urban,587022,430937,220274,210663,137502,43429,74.6,79,68,74,81,0,68.42,15.27,31.74,45.0,57.69,66.95,57.69,Declining,Low,70.76
